Experiment,Outcome,Turn,Phase,User_ID,Prev_Sys_Spec,Prev_User_Spec,Curr_Sys_Spec,Triplet,H_state,H_action,H_coupled,Delta_H_state,Delta_H_action,Delta_H_coupled,Dissonance
Qwen3-8B,Fail,10,Late (7-10),persona_112,Self Modeling,Hesitance,Foot in the Door,Self Modeling -> Hesitance -> Foot in the Door,0.5936488937555567,0.11964484012006898,0.5728135507386123,0.14601885888653626,-0.13972467790203685,0.1292321291351169,0.47400405363548775
Qwen3-8B,Fail,6,Mid (4-6),persona_112,Personal Story,Personal Choice,Personal Story,Personal Story -> Personal Choice -> Personal Story,0.4535207049215763,0.24685423426858014,0.44865796443562345,-0.08825187622500713,0.18444429961287684,,0.20666647065299618
Qwen3-8B,Fail,7,Late (7-10),persona_112,Personal Story,Personal Choice,Foot in the Door,Personal Story -> Personal Choice -> Foot in the Door,0.5590909954869469,0.06436539759679659,0.542736430267438,0.10557029056537054,-0.18248883667178356,0.09407846583181456,0.49472559789015025
Qwen3-8B,Fail,8,Late (7-10),persona_112,Foot in the Door,Personal Choice,Foot in the Door,Foot in the Door -> Personal Choice -> Foot in the Door,0.46657657890603327,0.11156253868806415,0.45178432723028444,-0.09251441658091358,0.04719714109126756,-0.09095210303715356,0.3550140402179691
Qwen3-8B,Fail,9,Late (7-10),persona_112,Foot in the Door,Hesitance,Foot in the Door,Foot in the Door -> Hesitance -> Foot in the Door,0.5145916206446377,0.08488169168923843,0.49722960331310645,0.048015041738604436,-0.026680846998825725,0.045445276082822006,0.4297099289553993
Qwen3-8B,Fail,10,Late (7-10),persona_112,Foot in the Door,Personal Choice,Foot in the Door,Foot in the Door -> Personal Choice -> Foot in the Door,0.5754381812464598,0.058723266060645776,0.5569840771326807,0.06084656060182214,-0.02615842562859265,0.05975447381957427,0.516714915185814
Qwen3-8B,Success,6,Mid (4-6),persona_112,Personal Story,Personal Choice,Emotion Appeal,Personal Story -> Personal Choice -> Emotion Appeal,0.4645806393041326,0.5539954966546103,0.5007140405622023,-0.07719194184245082,0.491585561998907,,-0.08941485735047772
Qwen3-8B,Success,7,Late (7-10),persona_112,Emotion Appeal,Personal Choice,Self Modeling,Emotion Appeal -> Personal Choice -> Self Modeling,0.535186547850851,0.24702537763883356,0.5297495446393035,0.07060590854671833,-0.30697011901577675,0.029035504077101204,0.28816117021201737
Qwen3-8B,Success,8,Late (7-10),persona_112,Self Modeling,Personal Choice,Foot in the Door,Self Modeling -> Personal Choice -> Foot in the Door,0.522826683996407,0.16457544013492587,0.50991672926266,-0.012359863854443986,-0.0824499375039077,-0.019832815376643498,0.3582512438614811
Qwen3-8B,Fail,7,Late (7-10),persona_112,Self Modeling,Personal Choice,Self Modeling,Self Modeling -> Personal Choice -> Self Modeling,0.48510209060870557,0.0,0.47509998564770134,-0.04754641580168528,-0.10111610752972755,,0.48510209060870557
Qwen3-8B,Fail,8,Late (7-10),persona_112,Self Modeling,Hesitance,Foot in the Door,Self Modeling -> Hesitance -> Foot in the Door,0.5332571127628093,0.15769858368537173,0.5196004389781752,0.04815502215410372,0.15769858368537173,0.044500453330473866,0.3755585290774376
Qwen3-8B,Fail,9,Late (7-10),persona_112,Foot in the Door,Hesitance,Foot in the Door,Foot in the Door -> Hesitance -> Foot in the Door,0.5785827379703196,0.02811919019956611,0.5605347527975081,0.04532562520751027,-0.12957939348580563,0.04093431381933288,0.5504635477707535
Qwen3-8B,Fail,10,Late (7-10),persona_112,Foot in the Door,Personal Choice,Foot in the Door,Foot in the Door -> Personal Choice -> Foot in the Door,0.5600770152257413,0.0036596146108345434,0.5440650036972549,-0.01850572274457829,-0.024459575588731564,-0.016469749100253228,0.5564174006149067
Qwen3-8B,Success,7,Late (7-10),persona_112,Self Modeling,Personal Choice,Personal Related Inquiry,Self Modeling -> Personal Choice -> Personal Related Inquiry,0.4763126657946794,0.0,0.46377812195797724,-0.05633584061571145,-0.10111610752972755,,0.4763126657946794
Qwen3-8B,Success,8,Late (7-10),persona_112,Personal Related Inquiry,Personal Choice,Foot in the Door,Personal Related Inquiry -> Personal Choice -> Foot in the Door,0.6105574194874036,0.19030146514372892,0.5939136193153768,0.1342447536927242,0.19030146514372892,0.13013549735739954,0.4202559543436747
Qwen3-8B,Fail,7,Late (7-10),persona_112,Self Modeling,Personal Choice,Emotion Appeal,Self Modeling -> Personal Choice -> Emotion Appeal,0.5136321146486845,0.470129057385003,0.49999132550668274,-0.01901639176170633,0.36901294985527544,,0.04350305726368153
Qwen3-8B,Fail,8,Late (7-10),persona_112,Emotion Appeal,Hesitance,Foot in the Door,Emotion Appeal -> Hesitance -> Foot in the Door,0.4728751144419909,0.032603682755849676,0.4487506524317913,-0.04075700020669365,-0.4375253746291533,-0.05124067307489144,0.4402714316861412
Qwen3-8B,Fail,9,Late (7-10),persona_112,Foot in the Door,Hesitance,Source Related Inquiry,Foot in the Door -> Hesitance -> Source Related Inquiry,0.49944328319847514,0.26648090996777957,0.4908150471528939,0.026568168756484267,0.23387722721192988,0.04206439472110263,0.23296237323069557
Qwen3-8B,Fail,10,Late (7-10),persona_112,Source Related Inquiry,Hesitance,Source Related Inquiry,Source Related Inquiry -> Hesitance -> Source Related Inquiry,0.5274369384155828,0.21113961533927297,0.519594856025261,0.02799365521710767,-0.05534129462850659,0.028779808872367085,0.31629732307630987
Qwen3-8B,Fail,7,Late (7-10),persona_112,Self Modeling,Personal Choice,Source Related Inquiry,Self Modeling -> Personal Choice -> Source Related Inquiry,0.4928769538379859,0.18562358703949514,0.47951811180326886,-0.039771552572404945,0.08450747950976759,,0.3072533667984908
Qwen3-8B,Fail,8,Late (7-10),persona_112,Source Related Inquiry,Hesitance,Self Modeling,Source Related Inquiry -> Hesitance -> Self Modeling,0.5432391905419953,0.32490575093268764,0.5379781438044217,0.05036223670400941,0.1392821638931925,0.058460032001152795,0.21833343960930768
Qwen3-8B,Fail,9,Late (7-10),persona_112,Self Modeling,Personal Choice,Foot in the Door,Self Modeling -> Personal Choice -> Foot in the Door,0.583605891220933,0.12391126805254275,0.5668897231057188,0.04036670067893766,-0.20099448288014488,0.028911579301297174,0.4596946231683902
Qwen3-8B,Fail,10,Late (7-10),persona_112,Foot in the Door,Others,Foot in the Door,Foot in the Door -> Others -> Foot in the Door,0.5328639757612932,0.12224732818321195,0.5183288731921577,-0.0507419154596398,-0.001663939869330805,-0.04856084991356113,0.41061664757808125
Qwen3-8B,Success,8,Late (7-10),persona_112,Foot in the Door,Personal Choice,Self Modeling,Foot in the Door -> Personal Choice -> Self Modeling,0.540035853604289,0.2911015669450099,0.5343782561802144,-0.01402043782022322,0.048289351308921424,,0.24893428665927908
Qwen3-8B,Success,9,Late (7-10),persona_112,Self Modeling,Hesitance,Foot in the Door,Self Modeling -> Hesitance -> Foot in the Door,0.5470618070021029,0.09528445753247494,0.5269828136923418,0.007025953397813978,-0.19581710941253494,-0.0073954424878726055,0.451777349469628
Qwen3-8B,Fail,8,Late (7-10),persona_112,Foot in the Door,Personal Choice,Personal Related Inquiry,Foot in the Door -> Personal Choice -> Personal Related Inquiry,0.47204974413258466,0.07573529916899088,0.4612411683608503,-0.08200654729192752,-0.16707691646709757,,0.3963144449635938
Qwen3-8B,Fail,9,Late (7-10),persona_112,Personal Related Inquiry,Personal Choice,Foot in the Door,Personal Related Inquiry -> Personal Choice -> Foot in the Door,0.57957223315985,0.09704739062758343,0.5600762799262232,0.1075224890272653,0.021312091458592544,0.09883511156537295,0.4825248425322665
Qwen3-8B,Fail,10,Late (7-10),persona_112,Foot in the Door,Hesitance,Foot in the Door,Foot in the Door -> Hesitance -> Foot in the Door,0.6204345874064693,0.00286781845138166,0.5964514119130678,0.040862354246619326,-0.09417957217620176,0.03637513198684461,0.6175667689550877
Qwen3-8B,Fail,8,Late (7-10),persona_112,Foot in the Door,Personal Choice,Source Related Inquiry,Foot in the Door -> Personal Choice -> Source Related Inquiry,0.46476070417487814,0.2155346264411249,0.45750169220205034,-0.08929558724963405,-0.027277589194963564,,0.24922607773375324
Qwen3-8B,Fail,9,Late (7-10),persona_112,Source Related Inquiry,Personal Choice,Self Modeling,Source Related Inquiry -> Personal Choice -> Self Modeling,0.5751619688099223,0.2856587541301214,0.5694292318855698,0.11040126463504418,0.07012412768899648,0.11192753968351948,0.28950321467980095
Qwen3-8B,Fail,10,Late (7-10),persona_112,Self Modeling,Personal Choice,Foot in the Door,Self Modeling -> Personal Choice -> Foot in the Door,0.5989441484334991,0.026760042697038303,0.5775540884059679,0.02378217962357676,-0.2588987114330831,0.008124856520398072,0.5721841057364607
Qwen3-8B,Fail,8,Late (7-10),persona_112,Foot in the Door,Personal Choice,Task Related Inquiry,Foot in the Door -> Personal Choice -> Task Related Inquiry,0.5153209688679772,0.0,0.4959964325354281,-0.038735322556535,-0.24281221563608846,,0.5153209688679772
Qwen3-8B,Fail,9,Late (7-10),persona_112,Task Related Inquiry,Hesitance,Foot in the Door,Task Related Inquiry -> Hesitance -> Foot in the Door,0.4830761104428119,0.0037514383358613398,0.4591098768374643,-0.03224485842516528,0.0037514383358613398,-0.036886555697963785,0.47932467210695057
Qwen3-8B,Fail,10,Late (7-10),persona_112,Foot in the Door,Information Inquiry,Foot in the Door,Foot in the Door -> Information Inquiry -> Foot in the Door,0.5339581294176005,0.015848027196384357,0.5121429672188125,0.050882018974788557,0.012096588860523018,0.05303309038134818,0.5181101022212161
Qwen3-8B,Fail,9,Late (7-10),persona_112,Foot in the Door,Hesitance,Self Modeling,Foot in the Door -> Hesitance -> Self Modeling,0.5018696744231331,0.31374349225675097,0.49759407937389716,-0.02402160975391876,0.004839163534464341,,0.18812618216638216
Qwen3-8B,Fail,10,Late (7-10),persona_112,Self Modeling,Hesitance,Foot in the Door,Self Modeling -> Hesitance -> Foot in the Door,0.6356596222877297,0.0047217838907696605,0.6120731610392451,0.13378994786459653,-0.3090217083659813,0.11447908166534798,0.6309378383969599
Qwen3-8B,Fail,9,Late (7-10),persona_112,Foot in the Door,Hesitance,Personal Related Inquiry,Foot in the Door -> Hesitance -> Personal Related Inquiry,0.6445522979928727,0.0,0.625020410174907,0.11866101381582084,-0.3089043287222866,,0.6445522979928727
Qwen3-8B,Fail,10,Late (7-10),persona_112,Personal Related Inquiry,Hesitance,Self Modeling,Personal Related Inquiry -> Hesitance -> Self Modeling,0.6290825251653778,0.38948252500978264,0.6242421211218303,-0.015469772827494954,0.38948252500978264,-0.0007782890530766418,0.23960000015559513
Qwen3-8B,Fail,9,Late (7-10),persona_112,Foot in the Door,Hesitance,Source Related Inquiry,Foot in the Door -> Hesitance -> Source Related Inquiry,0.5317274282020971,0.16763527311575233,0.52069433259342,0.005836144025045176,-0.1412690556065343,,0.36409215508634474
Qwen3-8B,Fail,10,Late (7-10),persona_112,Source Related Inquiry,Information Inquiry,Personal Story,Source Related Inquiry -> Information Inquiry -> Personal Story,0.5788319987925444,0.5568975157350381,0.5783843562811668,0.04710457059044737,0.38926224261928577,0.05769002368774678,0.021934483057506338
Qwen3-8B,Fail,9,Late (7-10),persona_112,Foot in the Door,Hesitance,Task Related Inquiry,Foot in the Door -> Hesitance -> Task Related Inquiry,0.5278388526444618,0.0,0.51184373589766,0.0019475684674099547,-0.3089043287222866,,0.5278388526444618
Qwen3-8B,Fail,10,Late (7-10),persona_112,Task Related Inquiry,Personal Choice,Self Modeling,Task Related Inquiry -> Personal Choice -> Self Modeling,0.6114856870602172,0.36449848734846424,0.6068691038880349,0.08364683441575538,0.36449848734846424,0.09502536799037498,0.24698719971175298
Qwen3-8B,Fail,10,Late (7-10),persona_112,Foot in the Door,Hesitance,Self Modeling,Foot in the Door -> Hesitance -> Self Modeling,0.4830515842063306,0.0,0.47298800953536535,-0.10130559340187478,-0.11822388847723668,,0.4830515842063306
Qwen3-8B,Fail,10,Late (7-10),persona_112,Foot in the Door,Hesitance,Source Related Inquiry,Foot in the Door -> Hesitance -> Source Related Inquiry,0.5225844223249182,0.2035067880649224,0.5111887925299184,-0.061772755283287184,0.08528289958768571,,0.3190776342599958
Qwen3-8B,Fail,10,Late (7-10),persona_112,Foot in the Door,Hesitance,Personal Related Inquiry,Foot in the Door -> Hesitance -> Personal Related Inquiry,0.5416412023031402,0.13066100522649812,0.5289304745585016,-0.04271597530506521,0.012437116749261443,,0.410980197076642
Qwen3-8B,Fail,10,Late (7-10),persona_112,Foot in the Door,Hesitance,Task Related Inquiry,Foot in the Door -> Hesitance -> Task Related Inquiry,0.47194755648368647,0.0,0.45792931223169575,-0.11240962112451891,-0.11822388847723668,,0.47194755648368647
Qwen3-8B,Fail,2,Early (2-3),persona_14,Greeting,Others,Emotion Appeal,Greeting -> Others -> Emotion Appeal,0.40105165016697464,0.4856697526487889,,,,,-0.08461810248181428
Qwen3-8B,Fail,3,Early (2-3),persona_14,Emotion Appeal,Information Inquiry,Credibility Appeal,Emotion Appeal -> Information Inquiry -> Credibility Appeal,0.4263733439226252,0.47704559093196286,,0.025321693755650576,-0.008624161716826062,,-0.050672247009337645
Qwen3-8B,Fail,4,Mid (4-6),persona_14,Credibility Appeal,Information Inquiry,Personal Story,Credibility Appeal -> Information Inquiry -> Personal Story,0.3439499537052046,0.04698211142428685,,-0.08242339021742062,-0.430063479507676,,0.29696784228091777
Qwen3-8B,Fail,5,Mid (4-6),persona_14,Personal Story,Information Inquiry,Source Related Inquiry,Personal Story -> Information Inquiry -> Source Related Inquiry,0.47824463521287947,0.018968402496026552,,0.13429468150767487,-0.028013708928260297,,0.4592762327168529
Qwen3-8B,Fail,6,Mid (4-6),persona_14,Source Related Inquiry,Hesitance,Foot in the Door,Source Related Inquiry -> Hesitance -> Foot in the Door,0.5051365343493538,4.5414809140561095e-05,,0.02689189913647433,-0.01892298768688599,,0.5050911195402132
Qwen3-8B,Fail,7,Late (7-10),persona_14,Foot in the Door,Hesitance,Self Modeling,Foot in the Door -> Hesitance -> Self Modeling,0.6724807820435909,0.010826367807906604,,0.16734424769423706,0.010780952998766044,,0.6616544142356843
Qwen3-8B,Fail,8,Late (7-10),persona_14,Self Modeling,Hesitance,Task Related Inquiry,Self Modeling -> Hesitance -> Task Related Inquiry,0.5871026365642711,0.19360453074316075,,-0.08537814547931977,0.18277816293525415,,0.39349810582111033
Qwen3-8B,Fail,9,Late (7-10),persona_14,Task Related Inquiry,Information Inquiry,Donation Information,Task Related Inquiry -> Information Inquiry -> Donation Information,0.4270582201057264,2.851785371868079e-05,,-0.16004441645854467,-0.19357601288944207,,0.42702970225200776
Qwen3-8B,Fail,10,Late (7-10),persona_14,Donation Information,Hesitance,Personal Story,Donation Information -> Hesitance -> Personal Story,0.5270306977250816,0.41459714950897447,,0.09997247761935518,0.4145686316552558,,0.11243354821610713
Qwen3-8B,Fail,2,Early (2-3),persona_14,Greeting,Others,Greeting,Greeting -> Others -> Greeting,0.3896041622774897,0.0,0.38181207903193987,,,,0.3896041622774897
Qwen3-8B,Fail,3,Early (2-3),persona_14,Greeting,Information Inquiry,Logical Appeal,Greeting -> Information Inquiry -> Logical Appeal,0.49501198796392487,0.37380792733451684,0.4619563350649954,0.1054078256864352,0.37380792733451684,0.08014425603305553,0.12120406062940803
Qwen3-8B,Fail,4,Mid (4-6),persona_14,Logical Appeal,Information Inquiry,Credibility Appeal,Logical Appeal -> Information Inquiry -> Credibility Appeal,0.3026619050257373,0.3364965933582382,0.3155337973261452,-0.19235008293818756,-0.037311333976278616,-0.14642253773885017,-0.03383468833250092
Qwen3-8B,Fail,5,Mid (4-6),persona_14,Credibility Appeal,Hesitance,Foot in the Door,Credibility Appeal -> Hesitance -> Foot in the Door,0.48044426783107996,0.00012040752931013606,0.44945563168257874,0.17778236280534265,-0.3363761858289281,0.1339218343564335,0.4803238603017698
Qwen3-8B,Fail,6,Mid (4-6),persona_14,Foot in the Door,Hesitance,Foot in the Door,Foot in the Door -> Hesitance -> Foot in the Door,0.490878918385614,0.05745317188307028,0.4709512978567614,0.01043465055453402,0.05733276435376015,0.021495666174182637,0.43342574650254373
Qwen3-8B,Fail,7,Late (7-10),persona_14,Foot in the Door,Information Inquiry,Source Related Inquiry,Foot in the Door -> Information Inquiry -> Source Related Inquiry,0.4545518390649123,0.12650408207008013,0.4398631335278303,-0.03632707932070167,0.06905091018700985,-0.03108816432893108,0.3280477569948322
Qwen3-8B,Fail,8,Late (7-10),persona_14,Source Related Inquiry,Information Inquiry,Donation Information,Source Related Inquiry -> Information Inquiry -> Donation Information,0.4554967749898336,0.025234951471294637,0.4378147822424964,0.0009449359249212863,-0.10126913059878549,-0.0020483512853338715,0.430261823518539
Qwen3-8B,Fail,9,Late (7-10),persona_14,Donation Information,Information Inquiry,Foot in the Door,Donation Information -> Information Inquiry -> Foot in the Door,0.4816085854212629,0.21760559780747074,0.46903701458251085,0.026111810431429294,0.1923706463361761,0.031222232340014422,0.26400298761379215
Qwen3-8B,Fail,10,Late (7-10),persona_14,Foot in the Door,Hesitance,Source Related Inquiry,Foot in the Door -> Hesitance -> Source Related Inquiry,0.5249611261571688,0.19574639756462675,0.51573080666392,0.04335254073590594,-0.02185920024284399,0.04669379208140917,0.3292147285925421
Qwen3-8B,Fail,2,Early (2-3),persona_14,Greeting,Others,Foot in the Door,Greeting -> Others -> Foot in the Door,0.42333665023954,0.3751348691804872,0.4003619695478419,,,,0.04820178105905276
Qwen3-8B,Fail,3,Early (2-3),persona_14,Foot in the Door,Information Inquiry,Credibility Appeal,Foot in the Door -> Information Inquiry -> Credibility Appeal,0.24542334080778358,0.4817313088289417,0.3343564470523055,-0.1779133094317564,0.1065964396484545,-0.06600552249553643,-0.23630796802115814
Qwen3-8B,Fail,4,Mid (4-6),persona_14,Credibility Appeal,Information Inquiry,Personal Story,Credibility Appeal -> Information Inquiry -> Personal Story,0.4293783538264057,0.00014860652350490703,0.4171146467606085,0.18395501301862213,-0.4815827023054368,0.082758199708303,0.4292297473029008
Qwen3-8B,Fail,5,Mid (4-6),persona_14,Personal Story,Hesitance,Foot in the Door,Personal Story -> Hesitance -> Foot in the Door,0.5413870174696255,3.7020638068493395e-05,0.5185933333925073,0.11200866364321976,-0.00011158588543641364,0.10147868663189885,0.5413499968315569
Qwen3-8B,Fail,6,Mid (4-6),persona_14,Foot in the Door,Hesitance,Personal Story,Foot in the Door -> Hesitance -> Personal Story,0.526551421300937,0.5516402032726778,0.5273003401657651,-0.014835596168688459,0.5516031826346093,0.008707006773257753,-0.025088781971740803
Qwen3-8B,Fail,7,Late (7-10),persona_14,Personal Story,Hesitance,Foot in the Door,Personal Story -> Hesitance -> Foot in the Door,0.49656948238186166,0.09274034849088365,0.48025315373980204,-0.029981938919075357,-0.4588998547817942,-0.04704718642596306,0.403829133890978
Qwen3-8B,Fail,8,Late (7-10),persona_14,Foot in the Door,Hesitance,Foot in the Door,Foot in the Door -> Hesitance -> Foot in the Door,0.4658634452486053,0.030576088984907514,0.44827607731875885,-0.03070603713325637,-0.062164259505976135,-0.031977076421043193,0.4352873562636978
Qwen3-8B,Fail,9,Late (7-10),persona_14,Foot in the Door,Hesitance,Foot in the Door,Foot in the Door -> Hesitance -> Foot in the Door,0.46615741727160875,0.06910518539170044,0.4501149028522185,0.0002939720230034637,0.03852909640679292,0.0018388255334596537,0.39705223187990835
Qwen3-8B,Fail,10,Late (7-10),persona_14,Foot in the Door,Hesitance,Foot in the Door,Foot in the Door -> Hesitance -> Foot in the Door,0.508970617988284,0.06575888639274412,0.4905034625051365,0.04281320071667527,-0.003346298998956318,0.04038855965291799,0.4432117315955399
Qwen3-8B,Success,2,Early (2-3),persona_14,Greeting,Others,Personal Story,Greeting -> Others -> Personal Story,0.4456615519001925,0.33761617784574877,0.4209654664020339,,,,0.10804537405444375
Qwen3-8B,Success,3,Early (2-3),persona_14,Personal Story,Information Inquiry,Credibility Appeal,Personal Story -> Information Inquiry -> Credibility Appeal,0.5124561797795484,0.3623371461782156,0.4628200477016884,0.06679462787935586,0.02472096833246684,0.04185458129965447,0.15011903360133277
Qwen3-8B,Success,4,Mid (4-6),persona_14,Credibility Appeal,Information Inquiry,Donation Information,Credibility Appeal -> Information Inquiry -> Donation Information,0.4804273983265745,0.21137334865855587,0.4669746958431736,-0.03202878145297389,-0.15096379751965974,0.0041546481414851955,0.2690540496680186
Qwen3-8B,Success,5,Mid (4-6),persona_14,Donation Information,Hesitance,Foot in the Door,Donation Information -> Hesitance -> Foot in the Door,0.4158426369394449,0.001394628286887969,0.39562566090761286,-0.0645847613871296,-0.2099787203716679,-0.07134903493556072,0.41444800865255693
Qwen3-8B,Success,2,Early (2-3),persona_14,Greeting,Others,Credibility Appeal,Greeting -> Others -> Credibility Appeal,0.4310163783648443,0.3767703714336159,0.4168211615977939,,,,0.054246006931228385
Qwen3-8B,Success,3,Early (2-3),persona_14,Credibility Appeal,Information Inquiry,Donation Information,Credibility Appeal -> Information Inquiry -> Donation Information,0.44807870787304777,0.21187920237011149,0.43765814145380055,0.017062329508203466,-0.16489116906350443,0.020836979856006632,0.23619950550293628
Qwen3-8B,Success,4,Mid (4-6),persona_14,Donation Information,Information Inquiry,Credibility Appeal,Donation Information -> Information Inquiry -> Credibility Appeal,0.41448249704898693,0.393575423922865,0.40719669883836873,-0.033596210824060835,0.1816962215527535,-0.030461442615431822,0.020907073126121944
Qwen3-8B,Success,5,Mid (4-6),persona_14,Credibility Appeal,Hesitance,Personal Story,Credibility Appeal -> Hesitance -> Personal Story,0.5646516797222606,0.4260097413421973,0.561096758225336,0.15016918267327367,0.03243431741933234,0.15390005938696727,0.13864193838006328
Qwen3-8B,Success,6,Mid (4-6),persona_14,Personal Story,Hesitance,Foot in the Door,Personal Story -> Hesitance -> Foot in the Door,0.4917307455361283,0.05742583082243976,0.47579295050076353,-0.07292093418613232,-0.3685839105197576,-0.08530380772457247,0.43430491471368854
Qwen3-8B,Success,7,Late (7-10),persona_14,Foot in the Door,Hesitance,Foot in the Door,Foot in the Door -> Hesitance -> Foot in the Door,0.5579287728337446,0.1064168087305821,0.5387154977655249,0.06619802729761637,0.04899097790814234,0.06292254726476132,0.4515119641031625
Qwen3-8B,Fail,3,Early (2-3),persona_14,Emotion Appeal,Information Inquiry,Donation Information,Emotion Appeal -> Information Inquiry -> Donation Information,0.33375742596021873,0.0,0.31521534674020657,-0.0672942242067559,-0.4856697526487889,,0.33375742596021873
Qwen3-8B,Fail,4,Mid (4-6),persona_14,Donation Information,Information Inquiry,Credibility Appeal,Donation Information -> Information Inquiry -> Credibility Appeal,0.4080870364833132,0.4016339680488465,0.40557373614567876,0.07432961052309445,0.4016339680488465,0.0903583894054722,0.006453068434466691
Qwen3-8B,Fail,5,Mid (4-6),persona_14,Credibility Appeal,Hesitance,Foot in the Door,Credibility Appeal -> Hesitance -> Foot in the Door,0.40028439131140253,0.2203933816465612,0.39254714358388243,-0.007802645171910649,-0.1812405864022853,-0.013026592561796335,0.17989100966484134
Qwen3-8B,Fail,6,Mid (4-6),persona_14,Foot in the Door,Hesitance,Foot in the Door,Foot in the Door -> Hesitance -> Foot in the Door,0.4490792160070616,0.19872536553701184,0.4393567363771567,0.048794824695659045,-0.021668016109549354,0.04680959279327429,0.25035385047004977
Qwen3-8B,Fail,7,Late (7-10),persona_14,Foot in the Door,Hesitance,Foot in the Door,Foot in the Door -> Hesitance -> Foot in the Door,0.4535915912687432,0.031505550737556044,0.43274783618078333,0.004512375261681634,-0.1672198147994558,-0.006608900196373391,0.42208604053118715
Qwen3-8B,Fail,8,Late (7-10),persona_14,Foot in the Door,Hesitance,Self Modeling,Foot in the Door -> Hesitance -> Self Modeling,0.5881872786250766,0.3180120967008663,0.5819041348593972,0.13459568735633337,0.2865065459633102,0.14915629867861385,0.2701751819242103
Qwen3-8B,Fail,9,Late (7-10),persona_14,Self Modeling,Hesitance,Foot in the Door,Self Modeling -> Hesitance -> Foot in the Door,0.5023030065348291,0.07950900967945167,0.47881445115397475,-0.08588427209024752,-0.2385030870214146,-0.10308968370542243,0.4227939968553774
Qwen3-8B,Fail,10,Late (7-10),persona_14,Foot in the Door,Hesitance,Self Modeling,Foot in the Door -> Hesitance -> Self Modeling,0.530802258123122,0.3768402494087518,0.5268545143099329,0.028499251588292918,0.29733123972930015,0.04804006315595816,0.15396200871437016
Qwen3-8B,Success,3,Early (2-3),persona_14,Emotion Appeal,Information Inquiry,Source Related Inquiry,Emotion Appeal -> Information Inquiry -> Source Related Inquiry,0.3571128975396209,0.0,0.33610625650787845,-0.04393875262735375,-0.4856697526487889,,0.3571128975396209
Qwen3-8B,Success,4,Mid (4-6),persona_14,Source Related Inquiry,Information Inquiry,Personal Story,Source Related Inquiry -> Information Inquiry -> Personal Story,0.4788921470966995,0.03215310872474333,0.4657527636151714,0.12177924955707864,0.03215310872474333,0.12964650710729292,0.4467390383719562
Qwen3-8B,Success,5,Mid (4-6),persona_14,Personal Story,Hesitance,Foot in the Door,Personal Story -> Hesitance -> Foot in the Door,0.5174941154554923,0.014277768809527648,0.4929469765947135,0.03860196835879276,-0.017875339915215678,0.02719421297954211,0.5032163466459646
Qwen3-8B,Success,6,Mid (4-6),persona_14,Foot in the Door,Hesitance,Foot in the Door,Foot in the Door -> Hesitance -> Foot in the Door,0.4641857266022438,0.041079459781547666,0.4416200590384733,-0.05330838885324851,0.026801690972020016,-0.05132691755624019,0.42310626682069613
Qwen3-8B,Success,7,Late (7-10),persona_14,Foot in the Door,Hesitance,Foot in the Door,Foot in the Door -> Hesitance -> Foot in the Door,0.5772390949078774,0.0054720866470067365,0.5512496854414741,0.11305336830563362,-0.03560737313454093,0.10962962640300083,0.5717670082608707
Qwen3-8B,Success,8,Late (7-10),persona_14,Foot in the Door,Others,Foot in the Door,Foot in the Door -> Others -> Foot in the Door,0.6088193823410689,0.0066914846584442515,0.572326782481516,0.03158028743319152,0.001219398011437515,0.021077097040041903,0.6021278976826246
Qwen3-8B,Success,9,Late (7-10),persona_14,Foot in the Door,Hesitance,Foot in the Door,Foot in the Door -> Hesitance -> Foot in the Door,0.577418139531023,0.002665780912668669,0.548316754284524,-0.03140124281004597,-0.004025703745775582,-0.02401002819699205,0.5747523586183543
Qwen3-8B,Fail,3,Early (2-3),persona_14,Emotion Appeal,Information Inquiry,Emotion Appeal,Emotion Appeal -> Information Inquiry -> Emotion Appeal,0.4429523263406893,0.4015006831020402,0.4288347377014393,0.04190067617371468,-0.08416906954674874,,0.04145164323864914
Qwen3-8B,Fail,4,Mid (4-6),persona_14,Emotion Appeal,Information Inquiry,Credibility Appeal,Emotion Appeal -> Information Inquiry -> Credibility Appeal,0.40832905848996476,0.3312212186265995,0.37070043263664254,-0.03462326785072456,-0.0702794644754407,-0.058134305064796776,0.07710783986336528
Qwen3-8B,Fail,5,Mid (4-6),persona_14,Credibility Appeal,Information Inquiry,Credibility Appeal,Credibility Appeal -> Information Inquiry -> Credibility Appeal,0.5118592967250545,0.43524105973872057,0.4805529203220362,0.10353023823508972,0.10401984111212109,0.10985248768539368,0.07661823698633391
Qwen3-8B,Fail,6,Mid (4-6),persona_14,Credibility Appeal,Hesitance,Foot in the Door,Credibility Appeal -> Hesitance -> Foot in the Door,0.45530948588609516,0.0003116392518431975,0.4331144689771073,-0.056549810838959325,-0.4349294204868774,-0.04743845134492891,0.45499784663425197
Qwen3-8B,Fail,7,Late (7-10),persona_14,Foot in the Door,Hesitance,Personal Story,Foot in the Door -> Hesitance -> Personal Story,0.48640021267241973,0.06330172148356253,0.4772024193857054,0.031090726786324574,0.06299008223171933,0.04408795040859809,0.42309849118885723
Qwen3-8B,Fail,8,Late (7-10),persona_14,Personal Story,Hesitance,Foot in the Door,Personal Story -> Hesitance -> Foot in the Door,0.5457700465691979,0.14787941370712157,0.5258755149260942,0.05936983389677819,0.08457769222355904,0.04867309554038879,0.3978906328620764
